EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,PromotionDelay,IsOverduePromotion,EngagementScore,WorkloadStress,TenureRatio,RoleStagnation,SatisfactionIncomeRatio,CompanyHopper,Attrition_Probability,Risk_Percentage,Risk_Category
856,37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,462.42857142857144,11,0,3.0,0,1.0,0.5714285714285714,2.5896,0,0.0019083613,0.19,Low Risk
857,20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,1516.5,1,0,1.75,0,1.0,1.0,0.9099,0,0.12653363,12.65,Low Risk
858,44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,489.3333333333333,6,0,3.0,0,1.0,0.6666666666666666,0.8808,0,0.97905546,97.91,High Risk
859,53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,715.6153846153846,3,0,3.0,0,0.2692307692307692,1.0,5.5818,0,0.00018740621,0.02,Low Risk
860,29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,361.3333333333333,4,0,2.25,1,0.8333333333333334,0.8,0.8672,0,0.05390366,5.39,Low Risk
861,22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,2853.0,0,0,3.0,0,0.0,0.0,1.1412,0,0.123720326,12.37,Low Risk
862,46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,608.8571428571429,11,1,2.0,0,0.9285714285714286,0.5769230769230769,1.7048,1,0.009412185,0.94,Low Risk
863,44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,381.6666666666667,0,0,3.5,0,0.0,0.0,0.687,0,0.013617486,1.36,Low Risk
864,33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,720.0,4,0,3.0,0,1.0,0.8,1.08,0,0.0024299312,0.24,Low Risk
865,41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,421.4,1,0,1.0,0,0.2,0.0,0.2107,1,0.10871127,10.87,Low Risk
866,30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,514.375,4,0,2.5,0,0.5,0.75,0.4115,1,0.036822964,3.68,Low Risk
867,40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,865.4,0,0,2.75,0,0.0,0.0,0.8654,1,0.024155952,2.42,Low Risk
868,50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,558.0,0,0,2.75,0,0.0625,1.0,1.7856,0,0.00021974587,0.02,Low Risk
869,28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,532.6666666666666,3,0,2.75,0,1.0,0.8333333333333334,0.3196,0,0.007086433,0.71,Low Risk
870,46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,763.24,4,0,2.5,0,0.16,0.5,3.8162,1,0.00698902,0.7,Low Risk
871,35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,597.7333333333333,6,0,2.75,0,0.4666666666666667,1.0,0.8966,0,0.0037538141,0.38,Low Risk
872,24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,2210.0,1,0,2.0,0,1.0,0.0,0.442,0,0.9920167,99.2,High Risk
873,33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,453.9,10,0,2.0,0,1.0,0.7,1.3617,0,0.011561424,1.16,Low Risk
874,36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,391.57142857142856,6,0,3.0,0,1.0,1.0,0.8223,0,0.008931664,0.89,Low Risk
875,30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,349.1,2,1,2.25,0,1.0,0.7,1.0473,0,0.0699886,7.0,Low Risk
876,44,0,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,227.05,7,1,3.25,0,1.0,0.55,1.8164,0,0.0052193976,0.52,Low Risk
877,20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,1339.0,0,0,3.5,0,1.0,0.5,1.0712,0,0.04670177,4.67,Low Risk
878,46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,614.9166666666666,5,0,3.25,0,0.5,0.5,2.9516,0,0.0022550873,0.23,Low Risk
879,42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,627.2,4,0,2.5,0,0.4,0.75,0.6272,1,0.0022091065,0.22,Low Risk
880,60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,435.0,10,0,2.75,0,0.9166666666666666,0.6363636363636364,2.088,0,0.005568552,0.56,Low Risk
881,32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,1371.5,0,0,2.75,0,1.0,1.0,0.5486,0,0.04763,4.76,Low Risk
882,32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,499.8,8,0,3.5,0,0.8,0.875,1.4994,0,0.000825829,0.08,Low Risk
883,36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,603.0588235294117,0,1,2.5,0,0.4117647058823529,1.0,1.0252,0,0.009029879,0.9,Low Risk
884,33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,185.4,10,0,2.5,0,0.9333333333333333,0.7142857142857143,1.1124,0,0.0023467857,0.23,Low Risk
885,40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,978.8571428571429,4,0,2.5,0,0.7142857142857143,0.2,1.3704,1,0.019814093,1.98,Low Risk
886,25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,990.0,3,0,3.0,0,0.8,0.75,1.98,0,0.0034595286,0.35,Low Risk
887,30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,298.25,6,1,2.5,0,0.9166666666666666,0.8181818181818182,0.7158,0,0.010003275,1.0,Low Risk
888,42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,659.55,1,0,2.0,0,0.05,0.0,1.3191,0,0.058548473,5.85,Low Risk
889,35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,648.5625,9,0,2.75,1,0.8125,0.15384615384615385,4.1508,0,0.017579954,1.76,Low Risk
890,27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,248.33333333333334,3,1,2.0,1,1.0,0.7777777777777778,0.2235,0,0.05285683,5.29,Low Risk
891,54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,318.24242424242425,4,0,2.25,0,0.15151515151515152,0.8,3.1506,1,0.0047748894,0.48,Low Risk
892,44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,201.1,3,1,3.0,0,1.0,0.5,0.8044,0,0.0052523725,0.53,Low Risk
893,19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1859.0,1,0,2.25,0,1.0,1.0,0.3718,0,0.9962656,99.63,High Risk
894,29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,1253.3333333333333,2,0,2.25,0,1.0,0.6666666666666666,1.504,0,0.0023450984,0.23,Low Risk
895,54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,493.8611111111111,10,0,3.0,0,0.2777777777777778,0.9,7.1116,0,0.0004124443,0.04,Low Risk
896,31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,1138.8333333333333,6,0,2.5,1,1.0,0.8333333333333334,0.6833,0,0.053204536,5.32,Low Risk
897,31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,681.2,9,0,2.25,0,1.0,0.9,0.6812,0,0.0110404715,1.1,Low Risk
898,59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,397.7692307692308,6,0,3.5,0,0.46153846153846156,0.16666666666666666,2.0684,1,0.09394921,9.39,Low Risk
899,43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,789.6,8,0,3.0,0,0.32,0.875,7.896,0,0.0016927464,0.17,Low Risk
900,49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,813.5217391304348,1,0,2.75,0,0.043478260869565216,0.0,5.6133,0,0.0050395266,0.5,Low Risk
901,36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,307.6666666666667,11,0,2.5,0,0.9166666666666666,0.9090909090909091,0.7384,0,0.0031390856,0.31,Low Risk
902,48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,365.57142857142856,1,0,2.75,0,0.14285714285714285,0.0,0.5118,1,0.13761282,13.76,Low Risk
903,27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,503.4,5,0,2.25,0,1.0,0.6,0.7551,0,0.00164681,0.16,Low Risk
904,29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,1103.8333333333333,5,0,3.0,0,1.0,0.0,2.6492,0,0.0082086995,0.82,Low Risk
905,48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,730.6,1,0,3.75,0,0.04,0.0,7.306,1,0.0005222131,0.05,Low Risk
906,29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,1791.5555555555557,6,0,3.0,0,0.7777777777777778,1.0,6.4496,0,0.0005476382,0.05,Low Risk
907,34,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,1292.5,1,0,3.0,0,0.5,0.0,0.7755,0,0.022532225,2.25,Low Risk
908,44,0,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,700.5,19,0,2.5,0,0.8461538461538461,0.4090909090909091,3.6426,1,0.022479424,2.25,Low Risk
909,33,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,838.0,9,0,3.5,0,0.9,0.8888888888888888,2.514,0,0.000849886,0.08,Low Risk
910,19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,2994.0,1,0,3.25,0,1.0,0.0,1.1976,0,0.08304299,8.3,Low Risk
911,23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1,1223.0,1,0,3.5,0,1.0,0.0,0.3669,0,0.0071342215,0.71,Low Risk
912,25,1,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0,1118.0,0,0,3.5,0,1.0,0.0,0.4472,0,0.9954462,99.54,High Risk
913,26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,359.375,6,0,2.75,1,1.0,0.625,1.15,0,0.04289307,4.29,Low Risk
914,45,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11,724.0,23,0,1.75,0,0.9230769230769231,0.4166666666666667,3.7648,0,0.9838891,98.39,High Risk
915,55,0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,399.3235294117647,18,1,3.25,0,0.9705882352941176,0.2727272727272727,2.7154,0,0.0033935986,0.34,Low Risk
916,21,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2,1312.5,0,0,2.0,0,1.0,1.0,0.7875,0,0.98836386,98.84,High Risk
917,46,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8,722.6538461538462,11,0,3.0,0,0.4230769230769231,0.36363636363636365,3.7578,0,0.011027546,1.1,Low Risk
918,34,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2,1134.5,3,0,2.75,0,0.75,0.6666666666666666,0.4538,0,0.0147149805,1.47,Low Risk
919,51,0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,640.2258064516129,18,1,2.25,1,0.9354838709677419,0.3448275862068966,3.9694,0,0.031644568,3.16,Low Risk
920,59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4,420.48,4,1,3.5,0,0.36,0.7777777777777778,4.2048,1,0.04118369,4.12,Low Risk
921,34,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,296.26666666666665,6,1,3.0,0,0.7333333333333333,0.7272727272727273,0.8888,0,0.008622866,0.86,Low Risk
922,28,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,430.8,4,0,3.0,1,0.8,0.5,0.6462,0,0.05464277,5.46,Low Risk
923,44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13,738.0769230769231,11,1,2.5,0,0.9615384615384616,0.36,1.919,0,0.0010969783,0.11,Low Risk
924,34,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8,320.7142857142857,9,0,3.25,0,0.7142857142857143,0.9,0.898,0,0.008829744,0.88,Low Risk
925,35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,876.5,1,0,3.25,0,0.75,0.6666666666666666,1.0518,0,0.006935889,0.69,Low Risk
926,42,0,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0,131.77777777777777,1,0,2.75,0,0.05555555555555555,0.0,0.4744,1,0.018418401,1.84,Low Risk
927,43,0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17,444.82608695652175,6,1,4.0,0,0.9130434782608695,0.3333333333333333,4.0924,0,0.021306563,2.13,Low Risk
928,36,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,300.55555555555554,11,1,3.0,0,0.8888888888888888,0.875,1.082,1,0.022586932,2.26,Low Risk
929,44,1,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5,797.8,10,0,3.0,0,1.0,0.7,3.1912,0,0.98118895,98.12,High Risk
930,28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2,1933.5,0,0,3.25,0,1.0,1.0,1.5468,0,0.06129603,6.13,Low Risk
931,51,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7,354.75,0,1,2.25,0,0.875,0.0,0.8514,0,0.50280154,50.28,Medium Risk
932,30,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7,469.5,7,0,3.0,0,0.8,0.5,1.4085,1,0.018538026,1.85,Low Risk
933,29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7,333.9,0,1,2.25,0,0.7,1.0,1.0017,0,0.9897404,98.97,High Risk
934,28,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2,416.0,2,0,2.25,0,0.6,0.6666666666666666,0.208,0,0.023786394,2.38,Low Risk
935,25,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1,1048.0,0,0,3.0,0,1.0,1.0,0.4192,0,0.06922643,6.92,Low Risk
936,32,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,620.9,10,0,3.5,0,1.0,0.7,2.4836,0,0.011257302,1.13,Low Risk
937,45,0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0,820.9545454545455,0,0,2.5,0,0.0,0.0,3.6122,0,0.0046451036,0.46,Low Risk
938,39,0,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2,815.3809523809524,4,1,3.0,0,0.9047619047619048,0.47368421052631576,3.4246,1,0.008597203,0.86,Low Risk
939,58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2,1186.0,0,0,2.75,0,1.0,1.0,0.7116,0,0.010151012,1.02,Low Risk
940,32,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1,488.3,9,0,2.75,0,1.0,0.4,1.4649,0,0.9698528,96.99,High Risk
941,39,1,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3,650.6666666666666,5,0,2.0,0,0.8333333333333334,0.4,0.3904,0,0.9807808,98.08,High Risk
942,30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7,462.7,3,1,2.25,0,0.9,0.2222222222222222,1.8508,0,0.005868659,0.59,Low Risk
943,36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7,709.4,6,0,2.75,0,0.7,1.0,2.1282,0,0.0062743607,0.63,Low Risk
944,46,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,342.3,2,1,3.0,0,0.7,0.8571428571428571,0.3423,1,0.0131572,1.32,Low Risk
945,28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5,667.4,2,1,2.75,0,0.9,0.8888888888888888,2.6696,0,0.007695443,0.77,Low Risk
946,50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,675.2,2,0,2.5,0,0.12,0.6666666666666666,1.688,0,0.011157321,1.12,Low Risk
947,40,1,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0,1010.4444444444445,4,0,3.0,0,0.5555555555555556,0.8,1.8188,0,0.78022844,78.02,High Risk
948,52,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7,844.6,1,1,2.25,1,0.8,0.875,1.6892,1,0.997993,99.8,High Risk
949,30,0,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8,1324.0,9,0,2.5,0,1.0,0.1111111111111111,1.1916,0,0.03396756,3.4,Low Risk
950,39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7,503.77777777777777,7,0,2.0,0,0.8888888888888888,0.875,1.3602,0,0.0066443062,0.66,Low Risk
951,31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,985.2,1,1,2.5,1,1.0,0.8,2.9556,0,0.09398291,9.4,Low Risk
952,41,0,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9,323.7368421052632,8,1,2.25,0,1.0,0.10526315789473684,1.2302,0,0.032277346,3.23,Low Risk
953,31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2,767.3333333333334,1,0,2.75,0,1.0,0.6666666666666666,0.4604,0,0.99151903,99.15,High Risk
